25.2587		30.000 	 8.09102312798 	 48.306098491 	 0 	 1 	 1 	 1  1
25.2587		90.000 	 14.6727475267 	 42.8812626215 	 0 	 1 	 1 	 -1  1
25.2587		150.00 	 44.2682786173 	 150.66232327 	 0 	 1 	 1 	 1  1
25.2587		210.00 	 31.3932494519 	 -131.493715948 	 0 	 0 	 1 	 -1  1
25.2587		270.00 	 20.8557183338 	 -36.9160153779 	 1 	 0 	 1 	 0  1
43.7478		0.000 	 45.2612450588 	 -17.7670752937 	 0 	 0 	 1 	 -1  1
50.5147		30.000 	 42.9778931094 	 44.1492027359 	 0 	 1 	 1 	 -1  1
43.7478		60.000 	 42.8231469738 	 36.3862214467 	 0 	 1 	 1 	 1  1
50.5147		90.000 	 65.9793338631 	 96.5149774051 	 1 	 1 	 1 	 -1  1
43.7478		120.00 	 30.7659608815 	 123.851678171 	 0 	 1 	 1 	 1  1
50.5147		150.00 	 56.213103544 	 130.698075671 	 1 	 0 	 1 	 -1  1
43.7478		180.00 	 44.0161606257 	 -168.296517458 	 0 	 1 	 1 	 0  1
50.5147		210.00 	 28.8526117852 	 -158.347774439 	 0 	 0 	 1 	 0  1
43.7478		240.00 	 57.0297300539 	 -140.689551011 	 1 	 0 	 1 	 -1  1
43.7478		300.00 	 57.5904431816 	 -70.1709741219 	 1 	 0 	 1 	 1  1
50.5148		330.00 	 61.1735717521 	 -49.4693561305 	 1 	 1 	 1 	 0  1
66.8212		349.107 	 59.2153736902 	 -9.2876520363 	 1 	 0 	 1 	 -1  1
66.8212		10.8934 	 48.7871595929 	 2.4038480024 	 1 	 0 	 1 	 0  1
75.7654		30.000 	 86.2478443094 	 41.4760043785 	 1 	 1 	 1 	 0  1
66.8212		49.1066 	 46.1001469127 	 53.6289608793 	 1 	 0 	 1 	 -1  1
66.8212		70.8934 	 76.2399597702 	 68.7115397504 	 1 	 1 	 1 	 -1  1
75.7654		90.000 	 85.0066340399 	 100.509102703 	 1 	 0 	 1 	 1  1
66.8212		109.107 	 81.1461169548 	 111.800310551 	 1 	 1 	 1 	 1  1
66.8212		130.893 	 71.974003899 	 118.437539716 	 1 	 1 	 1 	 -1  1
75.7654		150.000 	 87.3861981029 	 146.79513968 	 0 	 1 	 1 	 -1  1
66.8212		169.107 	 49.8331606776 	 162.68147949 	 0 	 0 	 1 	 -1  1
66.8212		190.893 	 59.7401299347 	 -162.070598701 	 0 	 1 	 1 	 -1  1
66.8212		229.107 	 56.6693277259 	 -123.059260457 	 0 	 1 	 1 	 -1  1
66.8212		250.893 	 60.3353957497 	 -114.661488555 	 0 	 0 	 1 	 1  1
75.7654		270.000 	 83.8155773032 	 -94.8537883527 	 1 	 0 	 1 	 -1  1
66.8212		289.107 	 51.8043822519 	 -59.6053706371 	 1 	 0 	 1 	 0  1
66.8212		310.893 	 82.2580460304 	 -48.9631989093 	 1 	 0 	 1 	 1  1
75.7654		330.000 	 88.3005561242 	 -23.3193226926 	 0 	 0 	 1 	 -1  1
91.0523		343.898 	 87.2757482045 	 -11.5415578873 	 0 	 1 	 1 	 1  1
87.4818		0.000 	 74.7094916042 	 5.38291890517 	 1 	 0 	 1 	 0  1
91.0523		16.1021 	 106.981539583 	 22.6144362304 	 0 	 1 	 1 	 1  1
101.008		30.000 	 108.635250423 	 27.8235948131 	 0 	 1 	 1 	 1  1
91.0523		43.8979 	 102.523222142 	 35.914870605 	 0 	 0 	 1 	 -1  1
87.4818		60.000 	 83.9063576063 	 52.7618740838 	 0 	 0 	 1 	 -1  1
91.0523		76.1021 	 94.7583513704 	 71.4383976863 	 1 	 1 	 1 	 0  1
91.0523		103.898 	 98.7937159846 	 102.191585315 	 0 	 1 	 1 	 -1  1
87.4818		120.000 	 79.4639428303 	 122.829948637 	 1 	 1 	 1 	 0  1
91.0523		136.102 	 83.6566306341 	 132.508945678 	 1 	 0 	 1 	 1  1
91.0523		163.898 	 91.7841368316 	 170.744305263 	 0 	 1 	 1 	 -1  1
87.4818		180.000 	 92.3201254083 	 -169.693359338 	 1 	 1 	 1 	 -1  1
91.0523		196.102 	 106.820533393 	 -163.178662853 	 1 	 1 	 1 	 -1  1
101.008		210.000 	 109.722693372 	 -147.438641176 	 0 	 0 	 1 	 1  1
91.0523		223.898 	 81.6859423096 	 -137.103275222 	 1 	 1 	 1 	 -1  1
87.4818		240.000 	 77.8887446058 	 -113.797725131 	 0 	 0 	 1 	 1  1
91.0523		256.102 	 110.86701809 	 -103.786399889 	 1 	 1 	 1 	 -1  1
101.008		270.000 	 92.9819611225 	 -86.3547925874 	 1 	 0 	 1 	 -1  1
91.0523		283.898 	 109.995793722 	 -76.7742705038 	 1 	 0 	 1 	 -1  1
87.4817		300.000 	 104.276808502 	 -58.2299143284 	 0 	 0 	 1 	 0  1
91.0523		316.102 	 109.768767572 	 -46.5968209963 	 0 	 1 	 1 	 -1  1
