25.2587		30.000 	 19.964749841 	 53.0789655331 	 1 	 0 	 1 	 0  0
25.2587		90.000 	 34.5661667342 	 120.748167467 	 0 	 0 	 1 	 0  1
25.2587		150.00 	 11.4513236672 	 171.262979048 	 1 	 0 	 1 	 -1  0
25.2587		210.00 	 30.7834070972 	 -162.897104715 	 0 	 0 	 1 	 0  1
25.2587		270.00 	 17.4895766649 	 -112.485337751 	 0 	 0 	 1 	 0  1
43.7478		0.000 	 50.3841745011 	 -10.3583493305 	 0 	 1 	 1 	 1  1
50.5147		30.000 	 53.6505985215 	 6.66919551505 	 0 	 1 	 1 	 1  1
43.7478		60.000 	 34.5364102258 	 80.8641716884 	 0 	 0 	 1 	 -1  1
50.5147		90.000 	 67.7087378478 	 89.4135502511 	 0 	 1 	 1 	 1  1
43.7478		120.00 	 36.3812285936 	 123.746459566 	 0 	 1 	 1 	 1  1
50.5147		150.00 	 63.7600641614 	 161.367241364 	 1 	 0 	 1 	 -1  1
43.7478		180.00 	 43.4034150399 	 157.920560512 	 0 	 0 	 1 	 -1  1
50.5147		210.00 	 48.1133181721 	 -136.537716249 	 0 	 0 	 1 	 0  1
43.7478		240.00 	 33.8159716479 	 -112.508725834 	 1 	 1 	 1 	 0  1
43.7478		300.00 	 42.3949186642 	 -76.1974055764 	 1 	 0 	 1 	 0  1
50.5148		330.00 	 31.5572468659 	 -24.3382730838 	 1 	 0 	 1 	 0  1
66.8212		349.107 	 73.6843869563 	 -6.8757397589 	 0 	 0 	 1 	 1  1
66.8212		10.8934 	 62.9419188224 	 20.3903711688 	 1 	 1 	 1 	 1  1
75.7654		30.000 	 84.8963663689 	 22.7278836329 	 0 	 1 	 1 	 1  1
66.8212		49.1066 	 53.4468731395 	 41.6236059383 	 1 	 0 	 1 	 1  1
66.8212		70.8934 	 70.7781094476 	 61.0950167029 	 1 	 0 	 1 	 1  1
75.7654		90.000 	 65.975664727 	 91.4283975355 	 0 	 0 	 1 	 -1  1
66.8212		109.107 	 54.5472330965 	 108.984219542 	 0 	 0 	 1 	 1  1
66.8212		130.893 	 63.8762469452 	 121.35488476 	 1 	 0 	 1 	 1  1
75.7654		150.000 	 90.7832240393 	 144.534674817 	 0 	 1 	 1 	 1  1
66.8212		169.107 	 70.8485450877 	 -176.024520952 	 1 	 1 	 1 	 -1  1
66.8212		190.893 	 73.9454013704 	 -167.221753697 	 1 	 0 	 1 	 0  1
66.8212		229.107 	 82.980339403 	 -131.429767541 	 1 	 1 	 1 	 -1  1
66.8212		250.893 	 63.7601928109 	 -120.799069697 	 0 	 1 	 1 	 1  1
75.7654		270.000 	 70.7893426257 	 -82.2005221167 	 0 	 0 	 1 	 0  1
66.8212		289.107 	 59.031389052 	 -59.6330008609 	 0 	 1 	 1 	 1  1
66.8212		310.893 	 47.5068535442 	 -39.8508575138 	 1 	 1 	 1 	 1  1
75.7654		330.000 	 83.3437484937 	 -44.0603875076 	 0 	 1 	 1 	 1  1
91.0523		343.898 	 104.109578233 	 -18.6946188484 	 1 	 1 	 1 	 -1  1
87.4818		0.000 	 77.1700175549 	 -5.14888054868 	 1 	 1 	 1 	 1  1
91.0523		16.1021 	 98.5314175778 	 5.51637161629 	 1 	 0 	 1 	 1  1
101.008		30.000 	 106.087419312 	 36.4363163476 	 0 	 1 	 1 	 1  1
91.0523		43.8979 	 86.9977388038 	 35.7671103001 	 0 	 0 	 1 	 0  1
87.4818		60.000 	 103.089815279 	 68.7127427872 	 1 	 0 	 1 	 1  1
91.0523		76.1021 	 77.5756076581 	 82.7210900414 	 0 	 1 	 1 	 1  1
91.0523		103.898 	 88.7592525571 	 91.7233778466 	 1 	 1 	 1 	 0  1
87.4818		120.000 	 82.5450326088 	 108.058925424 	 1 	 0 	 1 	 0  1
91.0523		136.102 	 95.5137280091 	 141.724496745 	 0 	 0 	 1 	 -1  1
91.0523		163.898 	 90.2568731737 	 156.893852855 	 0 	 1 	 1 	 1  1
87.4818		180.000 	 84.6751710129 	 -175.102218531 	 0 	 1 	 1 	 0  1
91.0523		196.102 	 78.3737336669 	 -169.071481555 	 1 	 0 	 1 	 -1  1
101.008		210.000 	 88.4470874628 	 -158.700469784 	 1 	 0 	 1 	 1  1
91.0523		223.898 	 83.0650682005 	 -143.338608644 	 1 	 1 	 1 	 0  1
87.4818		240.000 	 103.610205413 	 -127.509014206 	 0 	 0 	 1 	 0  1
91.0523		256.102 	 82.1697428766 	 -102.939611733 	 1 	 0 	 1 	 1  1
101.008		270.000 	 91.9046837241 	 -80.5272857523 	 0 	 0 	 1 	 0  1
91.0523		283.898 	 83.2812999533 	 -63.7307734044 	 0 	 0 	 1 	 1  1
87.4817		300.000 	 89.3965645846 	 -65.9400764622 	 1 	 0 	 1 	 -1  1
91.0523		316.102 	 100.974351466 	 -53.8974949283 	 1 	 0 	 1 	 -1  1
